office,name,type,508 Compliant,url,year,programs,keywords,state
Roanoke River National Wildlife Refuge,Recommendations on Utilizing the National Park Service Southeast Coast Network Protocol on National Wildlife Refuges in the Southeast. Pilot Project: Amphibian Community Monitoring at Roanoke River NWR,Report,,report/utilizing-nps-southeast-coast-network-protocol-on-nwrs-pilot-project-amphibian-community-monitoring-roanoke-river-nwr,2015,"National Wildlife Refuge System,Inventory and Monitoring",,
,Status Survey of the Trispot Darter (Etheostoma trisella) in Alabama 2008-2012,Report,,report/trispot-darter-survey-status-alabama.pdf,2012,,,
,American Eel Biological Species Report,Report,,report/american-eel-biological-report.pdf,2015,,,
,"Status Survey for three rare Alabama crayfishes, Cambarus cracens, Cambarus scotti, and Cambarus unestami",Report,,report/status-survey-for-three-rare-alabama-crayfishes-cambarus-cracens-cambarus-scotti-and-cambarus-unestami.pdf,2012,,,
,Final Report for US Forest Service patch-nosed salamander (Urspelerpes brucei) sampling,Report,,report/patched-nosed-salamander-edna.pdf,2014,,,
,7th Annual Gopher Tortoise CCA Report,Report,,report/7th-annual-gopher-tortoise-cca-report.pdf,2016,,,
,10th Annual Gopher Tortoise CCA Report,Report,,report/10th-annual-gopher-tortoise-cca-report.pdf,2019,"Endangered Species, Ecological Services",,
,Longleaf Pine Restoration Assessment: Conservation Outcomes and Performance Metrics,Report,,report/longleaf-pine-restoration-assessment-conservation-outcomes-and-performance-metrics.pdf,2012,,,
,"Birding in the United States:
A Demographic and Economic Analysis
; Addendum to the 2011 National Survey of Fishing, Hunting, and Wildlife-Associated Recreation",Report,,report/birding-in-the-united-states-a-demographic-and-economic-analysis.pdf,2011,,,
,"Red Wolf Recovery Team Recommendations Facilitated And Prepared By Group Solutions, Inc.",Report,,report/red-wolf-recovery-team-recommendations-facilitated-by-group-solutions-inc.pdf,2016,Red wolf recovery,Red wolf evaluation,
,Red Wolf (Canis rufus) Population Viability Analysis – Final Report for U.S. Fish and Wildlife Service Feasibility Study,Report,,report/red-wolf-population-viability-analysis-faust-et-al-2016.pdf,2016,Red wolf recovery,Red wolf evaluation,
,"Executive Summary: Workshop on Interactions of Human-Caused Mortality, Genetic Introgression, and Management among Wild Red Wolves: Developing Scientific Consensus",Report,,report/workshop-on-interactions-of-human-caused-mortality-genetic-introgression-and-management-among-wild-red-wolves.pdf,2016,Red wolf recovery,Red wolf evaluation,
,A Comprehensive Review and Evaluation of the Red Wolf (Canis rufus) Recovery Program,Report,,report/wmi-red-wolf-review.pdf,2014,Red wolf recovery,Red wolf evaluation,
Louisiana Ecological Services Field Office,1st annual Louisiana black bear post-delisting monitoring report,Report,,report/louisiana-black-bear-1st-annual-post-delisting-monitoring-report.pdf,2016,"Endangered Species, Recovery","Louisiana black bear, delist",
Louisiana Ecological Services Field Office,2nd annual Louisiana black bear post-delisting monitoring report,Report,,report/louisiana-black-bear-2nd-annual-post-delisting-monitoring-report.pdf,2017,"Endangered Species, Recovery","Louisiana black bear, delist",
,"Conservation Status Review of the Apalachicola Floater, Anodonta heardi",Report,,report/conservation-status-review-of-the-apalachicola-floater.pdf,2015,Ecological Services,Panama City,
,Red wolf management series technical report #1: A plan for reestablishing the red wolf on Alligator River National Wildlife Refuge in North Carolina,Report,,report/a-plan-for-reestablishing-the-red-wolf-on-alligator-river-national-wildlife-refuge-in-north-carolina.pdf,1987,Ecological Services,,
,Red wolf management series technical report #2: A strategy for establishing and utilizing red wolf populations on islands,Report,,report/a-strategy-for-establishing-and-utilizing-red-wolf-populations-on-islands.pdf,1987,Ecological Services,,
,Red wolf management series technical report #3: A historic perspective of red wolf and its recovery potential,Report,,report/a-historic-perspective-of-red-wolf-and-its-recovery-potential.pdf,1988,Ecological Services,,
,Red wolf management series technical report #4: An overview and guide for experimental population designations,Report,,report/an-overview-and-guide-for-experimental-population-designations.pdf,1989,Ecological Services,,
,Red wolf management series technical report #5: Red wolf taxonomy -- a review,Report,,report/red-wolf-taxonomy-review.pdf,1989,Ecological Services,,
,"Red wolf management series technical report #6: Red wolf propagation on Horn Island, Mississippi",Report,,report/red-wolf-propagation-on-horn-island-mississippi.pdf,1990,Ecological Services,,
,Red wolf management series technical report #7: A proposal to reintroduce the red wolf into the Great Smoky Mountains National Park,Report,,report/a-proposal-to-reintroduce-the-red-wolf-into-the-great-smoky-mountains-national-park.pdf,1990,Ecological Services,,
,Red wolf management series technical report #8: Experimental release of red wolves into the Great Smoky Mountains National Park,Report,,report/experimental-release-of-red-wolves-into-the-great-smoky-mountains-national-park.pdf,1992,Ecological Services,,
,Red wolf management series technical report #10: Reestablishment of red wolves in the Alligator River National Wildlife Refuge in North Carolina,Report,,report/reestablishment-of-red-wolves-in-the-alligator-river-national-wildlife-refuge.pdf,1992,Ecological Services,,
,Red wolf management series technical report #11: Protocol for island propagation projects,Report,,report/protocol-for-island-red-wolf-propagation-projects.pdf,1995,Ecological Services,,
,Red wolf management series technical report #12: Red wolf reintroduction lessons regarding species restoration,Report,,report/red-wolf-reintroduction-lessons-regarding-species-restoration.pdf,2000,Ecological Services,,
,"Red wolf management series techincal report #9: Red wolf bibliography, 2007 addendum",Report,,report/red-wolf-bibliography-2007-addendum.pdf,2007,Ecological Services,,
,Red wolf management series technical report #9: Red wolf bibliography,Report,,report/red-wolf-bibliography.pdf,1994,Ecological Services,,
,Economic impact of the Department of the Interior's programs and activities,Report,,report/doi-economic-impacts.pdf,2009,,"Private John Allen, Mammoth Spring, Wolf Creek, Erwin",
,"At-risk species assessment on southern national forests, refuges, and other protected areas",Report,,report/nwra-at-risk-report-2017.pdf,2017,,"At-Risk, National Wildlife Refuge Association",
Bond Swamp National Wildlife Refuge,,Species List,,species-list/bond-swamp-national-wildlife-refuge.pdf,,National Wildlife Refuge System,,
Carolina Sandhills National Wildlife Refuge,"Butterflies, Dragonflies, Damselflies Checklist",Species List,,species-list/carolina-sandhills-national-wildlife-refuge-butterflies-damselflies-dragonflies.pdf,,National Wildlife Refuge System,,
Carolina Sandhills National Wildlife Refuge,Flowering Plants Checklist,Species List,,species-list/carolina-sandhills-national-wildlife-refuge-flowering-plants.pdf,,National Wildlife Refuge System,,
Florida Panther National Wildlife Refuge,,Species List,,species-list/florida-panther-national-wildlife-refuge.pdf,,National Wildlife Refuge System,,
"J. N. ""Ding"" Darling National Wildlife Refuge",Amphibian and Reptile List,Species List,,species-list/jn-ding-darling-national-wildlife-refuge.pdf,,National Wildlife Refuge System,,
Mattamuskeet National Wildlife Refuge,,Species List,,species-list/mattamuskeet-national-wildlife-refuge.pdf,,National Wildlife Refuge System,,
Okefenokee National Wildlife Refuge,"Amphibians, Fish, Mammals, & Reptiles List",Species List,,species-list/okefenokee-national-wildlife-refuge.pdf,,National Wildlife Refuge System,,
Pocosin Lakes National Wildlife Refuge,,Species List,,species-list/pocosin-lakes-national-wildlife-refuge.pdf,,National Wildlife Refuge System,,
St. Marks National Wildlife Refuge,Amphibian and Reptile List,Species List,,species-list/st-marks-national-wildlife-refuge.pdf,,National Wildlife Refuge System,,
St. Vincent National Wildlife Refuge,"Fish, Amphibian, Reptile and Mammal List",Species List,,species-list/st-vincent-national-wildlife-refuge.pdf,,National Wildlife Refuge System,,
Ten Thousand Islands National Wildlife Refuge,Amphibian and Reptile List,Species List,,species-list/ten-thousand-islands-national-wildlife-refuge.pdf,,National Wildlife Refuge System,,
Tennessee National Wildlife Refuge,"Amphibians, Fish, Mammals and Reptiles List",Species List,,species-list/tennessee-national-wildlife-refuge.pdf,,National Wildlife Refuge System,,
,Saving and Endangered Southern River,Story,,story/saving-and-endangered-southern-river.pdf,2017,,,
,"Protecting Military Readiness and the Iconic Gopher Tortoise at the Same Time; 
Credit Strategy Looks to Add More Outdoor Recreation Opportunities",Story,,story/protecting-military-readiness-and-the-iconic-gopher-tortoises-at-the-same-time.pdf,2017,,,
,Range-Wide Conservation Strategy for the Gopher Tortoise,Strategy,,strategy/gopher-tortoise-conservation-strategy-v2.pdf,2017,,,
,Louisiana Ecological Services Five Year Strategic Work Plan (2014-2019),Strategy,,strategic-plan/louisiana-es-strategic-work-plan-2015-2019.pdf,2017,,,
,"Department of Defense 
Gopher Tortoise 
(Gopherus polyphemus) 
Conservation and Crediting Strategy",Strategy,,strategy/department-of-defense-gopher-torotise-credit-strategy.pdf,2017,,,
Ernest F. Hollings ACE Basin National Wildlife Refuge,,Tearsheet,TRUE,tearsheet/ace-basin-national-wildlife-refuge.pdf,2020,National Wildlife Refuge System,,South Carolina
Pee Dee National Wildlife Refuge,,Tearsheet,TRUE,tearsheet/pee-dee-national-wildlife-refuge.pdf,2019,National Wildlife Refuge System,,North Carolina
,North Carolina's red wolves,Tearsheet,TRUE,tearsheet/north-carolinas-red-wolves.pdf,2019,"Ecological Services, National Wildlife Refuge System","Alligator River, Pocosin Lakes",North Carolina
,Black Bear Tearsheet,Tearsheet,,tearsheet/black-bear.pdf,,National Wildlife Refuge System,"Alligator River, Pocosin Lakes, Mattamuskeet",
Alligator River National Wildlife Refuge,Tearsheet with Map,Tearsheet,,tearsheet/alligator-river-national-wildlife-refuge.pdf,,National Wildlife Refuge System,,
,North Carolina Gateway Visitor Center Tearsheet,Tearsheet,,tearsheet/north-carolina-gateway-national-wildlife-refuges.pdf,,National Wildlife Refuge System,"Alligator River, Pea Island, Pocosin Lakes, Roanoke River, Mattamuskeet, Cedar Island, Swanquarter, Currituck, Mackay Island, Great Dismal Swamp, Back Bay, Edenton National Fish Hatchery",
Bayou Sauvage National Wildlife Refuge,,Tearsheet,,tearsheet/bayou-sauvage-national-wildlife-refuge.pdf,,National Wildlife Refuge System,,
Big Branch Marsh National Wildlife Refuge,,Tearsheet,,tearsheet/big-branch-marsh-national-wildlife-refuge.pdf,,National Wildlife Refuge System,,
Cache River National Wildlife Refuge,,Tearsheet,,tearsheet/cache-river-national-wildlife-refuge.pdf,,National Wildlife Refuge System,,
Cape Romain National Wildlife Refuge,,Tearsheet,,tearsheet/cape-romain-national-wildlife-refuge.pdf,,National Wildlife Refuge System,,
Cape Romain National Wildlife Refuge,Bull Island,Tearsheet,,tearsheet/cape-romain-national-wildlife-refuge-bull-island.pdf,,National Wildlife Refuge System,,
Cedar Keys (Lower Suwanne) National Wildlife Refuge,,Tearsheet,,tearsheet/cedar-keys-lower-suwanne-national-wildlife-refuge.pdf,,National Wildlife Refuge System,,
Chassahowitzka National Wildlife Refuge,,Tearsheet,,tearsheet/chassahowitzka-national-wildlife-refuge.pdf,,National Wildlife Refuge System,,
Cross Creeks National Wildlife Refuge,,Tearsheet,,tearsheet/cross-creeks-national-wildlife-refuge.pdf,,National Wildlife Refuge System,,
Crystal River National Wildlife Refuge,,Tearsheet,,tearsheet/crystal-river-national-wildlife-refuge.pdf,,National Wildlife Refuge System,,
Eufaula National Wildlife Refuge,,Tearsheet,,tearsheet/eufaula-national-wildlife-refuge.pdf,,National Wildlife Refuge System,,
Florida Keys National Wildlife Refuges Complex,,Tearsheet,TRUE,tearsheet/florida-keys-national-wildlife-refuges-complex.pdf,2020,National Wildlife Refuge System,"National Key Deer Refuge, Great White Heron, Key West and Crocodile Lake National Wildlife Refuge",Florida
Grand Cote National Wildlife Refuge,,Tearsheet,,tearsheet/grand-cote-national-wildlife-refuge.pdf,,National Wildlife Refuge System,,
Holla Bend National Wildlife Refuge,,Tearsheet,,tearsheet/holla-bend-national-wildlife-refuge.pdf,,National Wildlife Refuge System,,
Lake Ophelia National Wildlife Refuge,,Tearsheet,,tearsheet/lake-ophelia-national-wildlife-refuge.pdf,,National Wildlife Refuge System,,
Lower Suwannee (& Cedar Keys) National Wildlife Refuges,,Tearsheet,,tearsheet/lower-suwannee-cedar-keys-national-wildlife-refuges.pdf,,National Wildlife Refuge System,,
Mattamuskeet National Wildlife Refuge,,Tearsheet,,tearsheet/mattamuskeet-national-wildlife-refuge.pdf,,National Wildlife Refuge System,,
Merritt Island National Wildlife Refuge,,Tearsheet,TRUE,tearsheet/merritt-island-national-wildlife-refuge.pdf,2019,National Wildlife Refuge System,,Florida
National Key Deer Refuge,,Tearsheet,,tearsheet/national-key-deer-refuge.pdf,,National Wildlife Refuge System,,
Okefenokee National Wildlife Refuge,,Tearsheet,,tearsheet/okefenokee-national-wildlife-refuge.pdf,,National Wildlife Refuge System,,
Pea Island National Wildlife Refuge,,Tearsheet,,tearsheet/pea-island-national-wildlife-refuge.pdf,,National Wildlife Refuge System,,
Piedmont National Wildlife Refuge,,Tearsheet,,tearsheet/piedmont-national-wildlife-refuge.pdf,,National Wildlife Refuge System,,
Pocosin Lakes National Wildlife Refuge,,Tearsheet,,tearsheet/pocosin-lakes-national-wildlife-refuge.pdf,,National Wildlife Refuge System,,
Sabine National Wildlife Refuge,,Tearsheet,,tearsheet/sabine-national-wildlife-refuge.pdf,,National Wildlife Refuge System,,
Santee National Wildlife Refuge,,Tearsheet,,tearsheet/santee-national-wildlife-refuge.pdf,,National Wildlife Refuge System,,
Savannah National Wildlife Refuge,,Tearsheet,,tearsheet/savannah-national-wildlife-refuge.pdf,,National Wildlife Refuge System,,
Ten Thousand Islands National Wildlife Refuge,,Tearsheet,,tearsheet/ten-thousand-islands-national-wildlife-refuge.pdf,,National Wildlife Refuge System,,
Waccamaw National Wildlife Refuge,,Tearsheet,TRUE,tearsheet/waccamaw-national-wildlife-refuge.pdf,2019,National Wildlife Refuge System,,
Wheeler National Wildlife Refuge,,Tearsheet,,tearsheet/wheeler-national-wildlife-refuge.pdf,,National Wildlife Refuge System,,
Cape Romain National Wildlife Refuge,,Water Resource Inventory and Assessment,,https://catalog.data.gov/dataset/cape-romain-national-wildlife-refuge-water-resource-inventory-and-assessment,2013,"National Wildlife Refuge System,Inventory and Monitoring",,
Cahaba River National Wildlife Refuge,,Water Resource Inventory and Assessment,,https://catalog.data.gov/dataset/cahaba-river-national-wildlife-refuge-water-resource-inventory-and-assessment,2013,"National Wildlife Refuge System,Inventory and Monitoring",,
